dxProfileId,customerId,deviceEUI,time,coordinates.lng,coordinates.lat,coordinates.alt,age,validityState,horizontalAccuracy,processedFeed.SF,processedFeed.payloadEncoded,processedFeed.sequenceNumber,processedFeed.dynamicMotionState,processedFeed.temperatureMeasure,processedFeed.processedPacket.SNR,processedFeed.processedPacket.RSSI,processedFeed.processedPacket.baseStationId,processedFeed.processedPacket.antennaCoordinates.lng,processedFeed.processedPacket.antennaCoordinates.lat,rawPosition.coordinates.lng,rawPosition.coordinates.lat,rawPosition.coordinates.alt,rawPosition.rawPositionType,resolvedTracker.firmwareVersion,resolvedTracker.messageType,resolvedTracker.trackingMode,resolvedTracker.gpsScanMode,resolvedTracker.sensorMode,resolvedTracker.periodicPositionInterval,resolvedTracker.batteryLevel,resolvedTracker.activityCount
iot-api,100033601,20635F01070000A5,2020-02-29T15:19:26.172000+00:00,-106.83264,32.5494,0.0,40,NEW,11,9,034cd48f00051366a5c052a201bac598,747,MOVING,28.341177,3.25,-109.0,08080056,-106.86888,32.57769,-106.83264,32.5494,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,83,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:49:26.476000+00:00,-106.86602,32.58496,0.0,0,NEW,11,9,0348d0940000136c12c04d8a01a855c2,777,STATIC,30.870588,8.75,-81.0,08080056,-106.86888,32.57769,-106.86602,32.58496,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,80,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:50:26.332000+00:00,-106.86602,32.58496,0.0,0,NEW,8,7,0348d0940000136c12c04d8a01aa640e,778,STATIC,30.870588,10.75,-89.0,08080056,-106.86888,32.57769,-106.86602,32.58496,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,80,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:51:26.336000+00:00,-106.86603,32.584957,0.0,0,NEW,7,7,0348d0940000136c11c04d890199570e,779,STATIC,30.870588,9.5,-87.0,08080056,-106.86888,32.57769,-106.86605,32.584934,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,80,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:52:26.352000+00:00,-106.86603,32.584953,0.0,0,NEW,6,7,0348cf940000136c11c04d8a01ab65fd,780,STATIC,30.870588,10.0,-87.0,08080056,-106.86888,32.57769,-106.86602,32.584934,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,79,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:53:26.357000+00:00,-106.86603,32.58495,0.0,0,NEW,5,7,0348d0940000136c11c04d8a01aa64fd,781,STATIC,30.870588,10.25,-87.0,08080056,-106.86888,32.57769,-106.86602,32.584934,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,80,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:54:26.367000+00:00,-106.86603,32.58495,0.0,0,NEW,5,7,0348cf940000136c11c04d8901ba4721,782,STATIC,30.870588,9.75,-87.0,08080056,-106.86888,32.57769,-106.86605,32.584934,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,79,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:55:26.377000+00:00,-106.86603,32.58494,0.0,0,NEW,5,7,0348cf940000136c10c04d8b02a967ed,783,STATIC,30.870588,7.75,-86.0,08080056,-106.86888,32.57769,-106.866,32.584908,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,79,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:56:26.387000+00:00,-106.86603,32.58494,0.0,0,NEW,5,7,0348d0930000136c11c04d8901a95430,784,STATIC,30.364706,10.0,-89.0,08080056,-106.86888,32.57769,-106.86605,32.584934,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,80,-1
iot-api,100033601,20635F01070000A5,2020-02-29T15:57:26.397000+00:00,-106.86603,32.584934,0.0,0,NEW,5,7,0348cf940000136c10c04d8a01aa64ed,785,STATIC,30.870588,9.25,-87.0,08080056,-106.86888,32.57769,-106.86602,32.584908,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,79,-1
