dxProfileId,customerId,deviceEUI,time,coordinates.lng,coordinates.lat,coordinates.alt,age,validityState,horizontalAccuracy,processedFeed.SF,processedFeed.payloadEncoded,processedFeed.sequenceNumber,processedFeed.dynamicMotionState,processedFeed.temperatureMeasure,processedFeed.processedPacket.SNR,processedFeed.processedPacket.RSSI,processedFeed.processedPacket.baseStationId,processedFeed.processedPacket.antennaCoordinates.lng,processedFeed.processedPacket.antennaCoordinates.lat,rawPosition.coordinates.lng,rawPosition.coordinates.lat,rawPosition.coordinates.alt,rawPosition.rawPositionType,resolvedTracker.firmwareVersion,resolvedTracker.messageType,resolvedTracker.trackingMode,resolvedTracker.gpsScanMode,resolvedTracker.sensorMode,resolvedTracker.periodicPositionInterval,resolvedTracker.batteryLevel,resolvedTracker.activityCount
iot-api,100033601,20635F00C8000015,2020-03-06T16:41:01.584000+00:00,-106.86858,32.577614,0.0,0,NEW,11,9,03488c88a000136af3c04d2601581538,750,STATIC,24.8,12.75,-51.0,08080056,-106.8689,32.577686,-106.86858,32.577614,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-06T16:41:02.828000+00:00,-106.86858,32.577614,0.0,1,PREVIOUS,11,7,0a408e884000,752,STATIC,24.8,7.5,-48.0,08080056,-106.8689,32.577686,-9999,-9999,-9999,,1.7.3,UNKNOWN,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-06T16:41:06.823000+00:00,-106.86858,32.577614,0.0,5,PREVIOUS,11,7,0a408c884000,753,STATIC,24.8,10.5,-52.0,08080056,-106.8689,32.577686,-9999,-9999,-9999,,1.7.3,UNKNOWN,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-06T16:41:08.849000+00:00,-106.86858,32.577614,0.0,7,PREVIOUS,11,7,07488d8740020000000e100300000000,754,STATIC,24.294117,10.0,-52.0,08080056,-106.8689,32.577686,-9999,-9999,-9999,,1.7.3,Misc Data,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,0,21,-99
iot-api,100033601,20635F00C8000015,2020-03-06T16:46:02.804000+00:00,-106.86858,32.57761,0.0,208,NEW,8,7,03489189401a136af2c04d2601d895cf,755,STATIC,25.305882,9.5,-53.0,08080056,-106.8689,32.577686,-106.86858,32.577587,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,21,-1
iot-api,100033601,20635F00C8000015,2020-03-06T18:11:53.386000+00:00,-106.86858,32.57761,0.0,5358,PREVIOUS,8,7,0448958a400000d2630000787e00000000,757,STATIC,25.811764,7.5,-88.0,08080056,-106.8689,32.577686,-9999,-9999,-9999,,1.7.3,Energy Status,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,0,17,-1
iot-api,100033601,20635F00C8000015,2020-03-06T19:46:02.617000+00:00,-106.91371,32.545765,0.0,272,NEW,11,7,034c948b4022136617c0464301,759,MOVING,26.317648,-7.0,-119.0,08080056,-106.8689,32.577686,-106.91371,32.545765,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,17,-1
iot-api,100033601,20635F00C8000015,2020-03-06T22:46:02.425000+00:00,-106.8043,32.529793,0.0,144,NEW,11,7,0348928a40121363a7c056f501,762,STATIC,25.811764,-8.25,-118.0,08080056,-106.8689,32.577686,-106.8043,32.529793,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,17,-1
iot-api,100033601,20635F00C8000015,2020-03-07T01:46:02.239000+00:00,-106.80434,32.529873,0.0,136,NEW,8,7,0348927f40111363aec056f201,765,STATIC,20.247059,-3.5,-120.0,08080056,-106.8689,32.577686,-106.804375,32.529972,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,17,-1
iot-api,100033601,20635F00C8000015,2020-03-07T02:46:02.186000+00:00,-106.80434,32.529835,0.0,136,NEW,8,7,0348927d40111363a5c056f302,766,STATIC,19.235294,-6.5,-119.0,08080056,-106.8689,32.577686,-106.80435,32.52974,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,17,-1
iot-api,100033601,20635F00C8000015,2020-03-07T04:46:02.080000+00:00,-106.8044,32.529858,0.0,248,NEW,7,7,03489474401f1363abc056ee01,768,STATIC,14.682353,-5.5,-117.0,08080056,-106.8689,32.577686,-106.80448,32.529896,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,17,-1
iot-api,100033601,20635F00C8000015,2020-03-07T06:46:01.998000+00:00,-106.804375,32.529835,0.0,136,NEW,6,7,0348907040111363a7c056f401,771,STATIC,12.658824,-6.75,-117.0,08080056,-106.8689,32.577686,-106.80433,32.529793,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,17,-1
