dxProfileId,customerId,deviceEUI,time,coordinates.lng,coordinates.lat,coordinates.alt,age,validityState,horizontalAccuracy,processedFeed.SF,processedFeed.payloadEncoded,processedFeed.sequenceNumber,processedFeed.dynamicMotionState,processedFeed.temperatureMeasure,processedFeed.processedPacket.SNR,processedFeed.processedPacket.RSSI,processedFeed.processedPacket.baseStationId,processedFeed.processedPacket.antennaCoordinates.lng,processedFeed.processedPacket.antennaCoordinates.lat,rawPosition.coordinates.lng,rawPosition.coordinates.lat,rawPosition.coordinates.alt,rawPosition.rawPositionType,resolvedTracker.firmwareVersion,resolvedTracker.messageType,resolvedTracker.trackingMode,resolvedTracker.gpsScanMode,resolvedTracker.sensorMode,resolvedTracker.periodicPositionInterval,resolvedTracker.batteryLevel,resolvedTracker.activityCount
iot-api,100033601,20635F00C8000015,2020-03-05T17:00:02.352000+00:00,-106.83182,32.545227,0.0,272,NEW,11,7,034c90740022136602c052c201912849,65,MOVING,14.682353,5.5,-108.0,08080056,-106.86888,32.577694,-106.83182,32.545227,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T17:20:02.350000+00:00,-106.868225,32.577457,0.0,136,NEW,11,7,034c8f770011136aedc04d340190682c,66,MOVING,16.2,9.5,-51.0,08080056,-106.86888,32.577694,-106.868225,32.577457,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T17:40:02.335000+00:00,-106.8672,32.570343,0.0,288,NEW,11,7,034c929100241369d7c04d5c01e3a83f,67,MOVING,29.352942,1.0,-113.0,08080056,-106.86888,32.577694,-106.8672,32.570343,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:16:57.558000+00:00,-106.80617,32.53202,0.0,288,NEW,11,9,034c97a400241363fec056ac01917d33,0,MOVING,38.964706,-1.0,-117.0,08080056,-106.86888,32.577694,-106.80617,32.53202,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,0,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:16:58.914000+00:00,-106.80617,32.53202,0.0,289,PREVIOUS,11,9,0a4499a47000,1,MOVING,38.964706,-9.5,-117.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,UNKNOWN,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,0,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:17:00.271000+00:00,-106.80617,32.53202,0.0,290,PREVIOUS,11,9,074c98a570020300000384,2,MOVING,39.47059,2.25,-117.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,Misc Data,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-99
iot-api,100033601,20635F00C8000015,2020-03-05T20:17:01.591000+00:00,-106.80617,32.53202,0.0,292,PREVIOUS,11,9,0a4492a53000,3,MOVING,39.47059,2.0,-113.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,UNKNOWN,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:17:02.932000+00:00,-106.80617,32.53202,0.0,293,PREVIOUS,11,9,074c91a53002000000003c,4,MOVING,39.47059,1.0,-115.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,Misc Data,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-99
iot-api,100033601,20635F00C8000015,2020-03-05T20:17:04.848000+00:00,-106.80617,32.53202,0.0,295,PREVIOUS,11,8,0a4490a54000,5,MOVING,39.47059,2.0,-112.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,UNKNOWN,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:17:08.856000+00:00,-106.80617,32.53202,0.0,299,PREVIOUS,11,8,074c91a54002000000003c,6,MOVING,39.47059,3.5,-114.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,Misc Data,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-99
iot-api,100033601,20635F00C8000015,2020-03-05T20:17:12.851000+00:00,-106.80617,32.53202,0.0,303,PREVIOUS,11,8,0a4491a59000,7,MOVING,39.47059,5.0,-113.0,08080056,-106.86888,32.577694,-9999,-9999,-9999,,1.7.3,UNKNOWN,PERMANENT_TRACKING,UNKNOWN,UNKNOWN,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:22:04.190000+00:00,-106.862976,32.549736,0.0,280,NEW,11,8,034d97a0a0231366b2c04e01015df764,8,MOVING,36.941177,9.0,-90.0,08080056,-106.86888,32.577694,-106.862976,32.549736,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:24:46.351000+00:00,-106.86228,32.58038,0.0,0,NEW,11,8,034891a1a000136b5fc04e1c01986089,11,STATIC,37.44706,12.25,-87.0,08080056,-106.86888,32.577694,-106.86228,32.58038,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:25:48.350000+00:00,-106.86228,32.580376,0.0,0,NEW,8,8,034891a0a000136b5ec04e1c014b06cb,12,STATIC,36.941177,10.0,-85.0,08080056,-106.86888,32.577694,-106.86228,32.580353,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:26:48.309000+00:00,-106.86228,32.580376,0.0,0,NEW,7,7,034890a0a000136b5fc04e1c015b2507,13,STATIC,36.941177,11.25,-83.0,08080056,-106.86888,32.577694,-106.86228,32.58038,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:27:48.315000+00:00,-106.86231,32.580353,0.0,16,NEW,11,7,034c92a0a002136b5ec04e1b014805df,14,MOVING,36.941177,10.5,-87.0,08080056,-106.86888,32.577694,-106.86231,32.580353,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:28:48.331000+00:00,-106.86226,32.580402,0.0,0,NEW,11,7,034c90a1a000136b60c04e1d0159271f,15,MOVING,37.44706,7.75,-89.0,08080056,-106.86888,32.577694,-106.86226,32.580402,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:29:48.337000+00:00,-106.86228,32.580353,0.0,0,NEW,11,7,034891a1a000136b5ec04e1c015815cf,16,STATIC,37.44706,9.25,-89.0,08080056,-106.86888,32.577694,-106.86228,32.580353,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:30:48.352000+00:00,-106.86229,32.580357,0.0,0,NEW,8,7,034890a1a000136b5fc04e1b014937f4,17,STATIC,37.44706,7.5,-89.0,08080056,-106.86888,32.577694,-106.86231,32.58038,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
iot-api,100033601,20635F00C8000015,2020-03-05T20:31:48.358000+00:00,-106.86228,32.58036,0.0,0,NEW,7,7,034890a3a000136b5fc04e1d01582617,18,STATIC,38.458824,9.75,-93.0,08080056,-106.86888,32.577694,-106.86226,32.58038,0.0,RawPositionByGpsSolver,1.7.3,Position Message,PERMANENT_TRACKING,UNKNOWN,GPS_ONLY,900,21,-1
