time,5117.battery,5117.maxbotix-mb7386-distance,5117.maxbotix-mb7386-trials,5118.battery,5118.rain-gauge-interval,5118.rain-gauge-precipitation,5118.rain-gauge-precipitation-sum
2020-03-21 05:19:14.963000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 05:19:19.363000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 05:29:12.449000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 05:29:13.263000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 05:39:13.627000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 05:39:14.132000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 05:49:12.352000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 05:49:13.998000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 05:59:13.803000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 05:59:15.235000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:09:15.709000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:09:18.972000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 06:19:14.678000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:19:17.053000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 06:29:13.448000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 06:29:16.605000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:39:12.264000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 06:39:12.977000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:49:17.191000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:49:19.623000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 06:59:11.679000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 06:59:12.362000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 07:09:13.837000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 07:09:18.627000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 07:19:16.539000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 07:19:18.800000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 07:29:12.950000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 07:29:16.875000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 07:39:13.022000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 07:39:13.071000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 07:49:13.408000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 07:49:15.932000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 07:59:16.175000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 07:59:19.165000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 08:09:11.640000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 08:09:15.735000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 08:19:14.601000-06:00,2.846,9999.0,0.0,,,,
2020-03-21 08:19:16.589000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 08:29:12.498000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 08:29:14.296000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 08:39:13.960000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 08:39:16.781000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 08:49:13.406000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 08:49:19.044000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 08:59:12.130000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 08:59:13.239000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 09:09:11.880000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 09:09:13.623000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 09:19:14.618000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 09:19:15.134000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 09:29:13.684000-06:00,,,,2.907,600.0,0.0,7.4
2020-03-21 09:29:16.622000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 09:39:12.513000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 09:39:12.590000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 09:49:12.544000-06:00,2.849,9999.0,0.0,,,,
2020-03-21 09:49:14.420000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 09:59:12.497000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 09:59:18.004000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:09:16.365000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 10:09:19.436000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:19:12.667000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 10:19:16.033000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:29:13.232000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 10:29:15.245000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:39:11.872000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 10:39:11.912000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:49:17.687000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 10:49:19.018000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:59:13.254000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 10:59:18.846000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 11:09:11.709000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 11:09:15.627000-06:00,2.854,9999.0,0.0,,,,
2020-03-21 11:19:14.879000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 11:19:15.201000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 11:29:11.888000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 11:29:12.994000-06:00,,,,2.905,600.0,0.0,7.4
2020-03-21 11:39:13.214000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 11:39:17.292000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 11:49:11.647000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 11:49:14.574000-06:00,2.854,9999.0,0.0,,,,
2020-03-21 11:59:14.787000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 11:59:17.160000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 12:09:11.832000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 12:09:17.082000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 12:19:13.435000-06:00,,,,2.9,600.0,0.0,7.4
2020-03-21 12:19:17.210000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 12:29:12.143000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 12:29:18.465000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 12:39:12.979000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 12:39:13.821000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 12:49:12.047000-06:00,2.851,9999.0,0.0,,,,
2020-03-21 12:49:14.939000-06:00,,,,2.902,600.0,0.0,7.4
2020-03-21 12:59:17.158000-06:00,,,,2.902,600.0,0.0,7.4
