Device_id, total # of records, # of good records, # of bad records
20635F00C8000015,0,0,0
20635F00C8000062,79,0,79
20635F00C8000063,77,5,72
20635F00C8000064,96,0,96
20635F00C8000065,45,4,41
20635F00C8000066,110,1,109
20635F00C8000067,104,0,104
20635F00C8000068,105,1,104
20635F00C8000069,71,2,69
20635F00C800006A,72,1,71
20635F00C800006B,0,0,0
20635F00C8000080,89,3,86
20635F00C8000081,94,1,93
20635F00C8000082,72,3,69
20635F00C8000083,110,4,106
20635F00C8000084,187,2,185
20635F00C8000085,126,0,126
20635F00C8000086,140,2,138
20635F00C8000087,117,1,116
20635F00C8000088,84,1,83
20635F00C8000089,92,3,89
20635F00C80000A8,122,1,121
20635F00C80000A9,143,4,139
20635F00C80000AA,77,2,75
20635F00C80000AB,111,4,107
20635F00C80000AC,89,4,85
20635F00C80000AD,85,1,84
20635F00C80000AE,125,0,125
20635F00C80000AF,136,1,135
20635F00C80000B0,62,2,60
20635F00C80000B1,88,0,88
20635F00C80000BC,68,2,66
20635F00C80000BD,55,2,53
20635F00C80000BE,86,1,85
20635F00C80000BF,88,2,86
20635F00C80000C0,153,2,151
20635F00C80000C1,79,4,75
20635F00C80000C2,57,1,56
20635F00C80000C3,161,0,161
20635F00C80000C4,65,1,64
20635F00C80000C5,126,4,122
20635F00C80000E4,99,4,95
20635F00C80000E5,0,0,0
20635F00C80000E6,0,0,0
20635F00C80000E7,0,0,0
20635F00C80000E8,146,4,142
20635F00C80000E9,52,2,50
20635F00C80000EA,0,0,0
20635F00C80000EB,0,0,0
20635F00C80000EC,0,0,0
20635F00C80000ED,77,3,74
20635F010700005D,0,0,0
20635F01070000A5,0,0,0
Overall,4220,85,4135
