Device_id, total # of records, # of good records, # of bad records
20635F00C8000015,0,0,0
20635F00C8000062,66,1,65
20635F00C8000063,99,1,98
20635F00C8000064,78,3,75
20635F00C8000065,61,1,60
20635F00C8000066,49,1,48
20635F00C8000067,97,1,96
20635F00C8000068,82,1,81
20635F00C8000069,67,0,67
20635F00C800006A,49,0,49
20635F00C800006B,0,0,0
20635F00C8000080,99,1,98
20635F00C8000081,142,2,140
20635F00C8000082,153,2,151
20635F00C8000083,143,2,141
20635F00C8000084,221,3,218
20635F00C8000085,86,2,84
20635F00C8000086,57,0,57
20635F00C8000087,104,1,103
20635F00C8000088,65,0,65
20635F00C8000089,103,1,102
20635F00C80000A8,118,2,116
20635F00C80000A9,109,1,108
20635F00C80000AA,95,1,94
20635F00C80000AB,108,0,108
20635F00C80000AC,91,2,89
20635F00C80000AD,71,1,70
20635F00C80000AE,97,1,96
20635F00C80000AF,81,2,79
20635F00C80000B0,95,0,95
20635F00C80000B1,97,1,96
20635F00C80000BC,112,1,111
20635F00C80000BD,112,1,111
20635F00C80000BE,99,0,99
20635F00C80000BF,55,0,55
20635F00C80000C0,90,0,90
20635F00C80000C1,70,0,70
20635F00C80000C2,102,2,100
20635F00C80000C3,86,3,83
20635F00C80000C4,77,0,77
20635F00C80000C5,143,0,143
20635F00C80000E4,106,1,105
20635F00C80000E5,0,0,0
20635F00C80000E6,0,0,0
20635F00C80000E7,0,0,0
20635F00C80000E8,127,1,126
20635F00C80000E9,108,1,107
20635F00C80000EA,0,0,0
20635F00C80000EB,0,0,0
20635F00C80000EC,0,0,0
20635F00C80000ED,64,2,62
20635F010700005D,0,0,0
20635F01070000A5,0,0,0
Overall,4134,46,4088
